source_file,timestamp,strategy,seed,comms_dropout,grid_size,n_steps,actual_n_steps,n_drones,n_ground,n_survivors,sim_step_seconds,actual_duration_seconds,terrain_source,survivor_recall,time_to_verification,false_positive_trips,hazard_exposure,ugv_travel_cost,n_frames,peak_fire_cells,final_fire_cells,peak_smoke_cells,final_smoke_cells,steps_to_first_scouted,steps_to_first_found,final_scouted,final_found,mean_comms_uptime,total_drone_path_len
nearest_candidate__d0p8__s13__20260615-043755-735602.json,20260615-043755-735602,nearest_candidate,13,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.2,51.0,0,211,7.5582216556649655,501,2139,2077,5079,5079,58,109,1,1,0.1936,58.1869
nearest_candidate__d0p8__s14__20260615-043905-686919.json,20260615-043905-686919,nearest_candidate,14,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.2,193.0,0,0,5.960478228516877,501,436,392,977,977,188,381,2,1,0.1952,57.7005
nearest_candidate__d0p8__s15__20260615-044016-622805.json,20260615-044016-622805,nearest_candidate,15,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.4,134.0,0,0,9.524268148466945,501,1425,1425,2412,2412,31,241,3,2,0.2152,58.0128
nearest_candidate__d0p8__s16__20260615-044128-137312.json,20260615-044128-137312,nearest_candidate,16,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,5.390939501579851,501,438,154,1032,592,233,,1,0,0.2168,57.5791
nearest_candidate__d0p8__s1__20260615-042412-882386.json,20260615-042412-882386,nearest_candidate,1,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.2,163.0,0,0,6.632749478565529,501,537,113,1112,739,120,283,2,1,0.2172,57.3032
nearest_candidate__d0p8__s2__20260615-042521-517429.json,20260615-042521-517429,nearest_candidate,2,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,25,7.355451500159688,501,2084,1826,5240,5240,185,,2,0,0.2152,57.7849
nearest_candidate__d0p8__s3__20260615-042640-362030.json,20260615-042640-362030,nearest_candidate,3,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,80,6.6930838448461145,501,1775,1641,4876,4876,208,,1,0,0.2088,57.6147
nearest_candidate__d0p8__s4__20260615-042756-647700.json,20260615-042756-647700,nearest_candidate,4,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.4,87.5,0,21,7.391112299636006,501,1825,1766,4968,4968,24,247,3,2,0.2068,58.0954
nearest_candidate__d0p8__s5__20260615-042912-084691.json,20260615-042912-084691,nearest_candidate,5,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.2,237.0,0,18,6.051613602321595,501,2003,1801,4345,4345,176,413,2,1,0.2128,57.8453
nearest_candidate__d0p8__s6__20260615-043016-473841.json,20260615-043016-473841,nearest_candidate,6,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.2,36.0,0,0,5.844981239642948,501,632,164,1149,885,141,177,2,1,0.2,57.9372
nearest_candidate__d0p8__s7__20260615-043113-791649.json,20260615-043113-791649,nearest_candidate,7,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.2,274.0,0,0,7.310958091402426,501,484,91,834,567,165,439,3,1,0.1956,57.8134
nearest_candidate__d0p8__s8__20260615-043225-608432.json,20260615-043225-608432,nearest_candidate,8,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.4,194.5,0,0,7.54152948060073,501,437,346,618,618,105,226,2,2,0.186,57.7125
nearest_candidate__d0p8__s9__20260615-043336-375110.json,20260615-043336-375110,nearest_candidate,9,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,9,6.335076365619898,501,510,267,1222,1048,255,,3,0,0.1888,57.443
random_action__d0p0__s0__20260614-235159-862022.json,20260614-235159-862022,random_action,0,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,5.5662178308703005,501,1762,1719,4595,4595,,,0,0,1.0,30.9359
random_action__d0p0__s10__20260614-235507-464561.json,20260614-235507-464561,random_action,10,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,7.528679445618764,501,468,66,642,304,47,,2,0,1.0,30.5958
random_action__d0p0__s11__20260614-235528-795614.json,20260614-235528-795614,random_action,11,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,239,6.72042303532362,501,1929,1883,4396,4396,194,,2,0,1.0,31.5374
random_action__d0p0__s12__20260614-235545-473702.json,20260614-235545-473702,random_action,12,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,5.415968454442918,501,457,64,764,604,,,0,0,1.0,31.7231
random_action__d0p0__s13__20260614-235602-946727.json,20260614-235602-946727,random_action,13,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,6.408394764177501,501,441,145,853,686,,,0,0,1.0,30.5367
random_action__d0p0__s14__20260614-235628-156748.json,20260614-235628-156748,random_action,14,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,20,7.074050040915608,501,1980,1402,5220,5220,90,,1,0,1.0,30.9155
random_action__d0p0__s15__20260614-235655-378963.json,20260614-235655-378963,random_action,15,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,356,6.7358195395208895,501,1928,1767,5197,5197,,,0,0,1.0,29.8298
random_action__d0p0__s16__20260614-235716-120574.json,20260614-235716-120574,random_action,16,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,55,5.808183783199638,501,1570,1569,3663,3663,97,,2,0,1.0,30.8797
random_action__d0p0__s1__20260614-235221-251721.json,20260614-235221-251721,random_action,1,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,5.872756883967668,501,2083,1998,4850,4850,295,,2,0,1.0,31.1784
random_action__d0p0__s2__20260614-235237-813923.json,20260614-235237-813923,random_action,2,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,176,7.660987667390145,501,437,283,1303,1036,270,,3,0,1.0,31.6161
random_action__d0p0__s3__20260614-235253-794349.json,20260614-235253-794349,random_action,3,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,7.439685401273891,501,434,290,927,927,199,,1,0,1.0,31.2147
random_action__d0p0__s4__20260614-235310-677608.json,20260614-235310-677608,random_action,4,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,4.851443473016843,501,436,141,832,725,132,,3,0,1.0,31.1572
random_action__d0p0__s5__20260614-235333-289910.json,20260614-235333-289910,random_action,5,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,16,6.059787191217765,501,1816,1406,4117,4104,,,0,0,1.0,30.829
random_action__d0p0__s6__20260614-235351-506672.json,20260614-235351-506672,random_action,6,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,387,8.087433795444667,501,457,113,1173,503,,,0,0,1.0,29.9035
random_action__d0p0__s7__20260614-235410-370787.json,20260614-235410-370787,random_action,7,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,6.053989378968254,501,1858,1858,3507,3507,,,0,0,1.0,29.6771
random_action__d0p0__s8__20260614-235432-985873.json,20260614-235432-985873,random_action,8,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,252,8.00637297006324,501,2068,1500,4442,4442,21,,3,0,1.0,30.495
random_action__d0p0__s9__20260614-235451-330780.json,20260614-235451-330780,random_action,9,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,5.99331797612831,501,630,630,1924,1922,49,,2,0,1.0,30.7947
random_action__d0p2__s0__20260614-235740-160346.json,20260614-235740-160346,random_action,0,0.2,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,5.356946176383644,501,1815,1352,3949,3945,14,,2,0,0.798,30.1865
random_action__d0p2__s10__20260615-000114-062319.json,20260615-000114-062319,random_action,10,0.2,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,7.374293573433533,501,444,97,694,350,69,,1,0,0.792,29.2998
random_action__d0p2__s11__20260615-000131-505926.json,20260615-000131-505926,random_action,11,0.2,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,5.130581587553024,501,430,21,554,248,,,0,0,0.8024,30.0519
random_action__d0p2__s12__20260615-000152-443907.json,20260615-000152-443907,random_action,12,0.2,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,92,6.828889852389693,501,1583,1583,3114,3114,,,0,0,0.8112,29.3574
random_action__d0p2__s13__20260615-000216-692030.json,20260615-000216-692030,random_action,13,0.2,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,475,7.954660976771265,501,2139,2077,5079,5079,38,,1,0,0.798,30.8752
random_action__d0p2__s14__20260615-000233-435168.json,20260615-000233-435168,random_action,14,0.2,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,5.550576803041622,501,436,392,977,977,192,,1,0,0.7968,31.5297
random_action__d0p2__s15__20260615-000252-966560.json,20260615-000252-966560,random_action,15,0.2,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,4,5.529852430569008,501,1425,1425,2412,2412,196,,2,0,0.8072,31.0833
random_action__d0p2__s16__20260615-000310-939668.json,20260615-000310-939668,random_action,16,0.2,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,5.617434289306402,501,438,154,1032,592,,,0,0,0.8068,32.0322
random_action__d0p2__s1__20260614-235800-693058.json,20260614-235800-693058,random_action,1,0.2,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,5.1782258150633425,501,537,113,1112,739,56,,1,0,0.8024,29.7584
random_action__d0p2__s2__20260614-235828-850599.json,20260614-235828-850599,random_action,2,0.2,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,7.26618268515449,501,2084,1826,5240,5240,296,,2,0,0.8032,31.0885
random_action__d0p2__s3__20260614-235855-318321.json,20260614-235855-318321,random_action,3,0.2,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,142,5.851527866674587,501,1775,1641,4876,4876,79,,1,0,0.804,30.7533
random_action__d0p2__s4__20260614-235920-991998.json,20260614-235920-991998,random_action,4,0.2,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,5.452032832428813,501,1825,1766,4968,4968,23,,2,0,0.8048,30.0526
random_action__d0p2__s5__20260614-235943-000577.json,20260614-235943-000577,random_action,5,0.2,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,18,4.9995054010069,501,2003,1801,4345,4345,91,,2,0,0.7964,31.4024
random_action__d0p2__s6__20260615-000000-991607.json,20260615-000000-991607,random_action,6,0.2,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,5.4543349808081985,501,632,164,1149,885,,,0,0,0.7924,30.2973
random_action__d0p2__s7__20260615-000018-607085.json,20260615-000018-607085,random_action,7,0.2,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,6.793540502665564,501,484,91,834,567,420,,1,0,0.7944,30.6002
random_action__d0p2__s8__20260615-000035-554485.json,20260615-000035-554485,random_action,8,0.2,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,7.295596245443448,501,437,346,618,618,291,,1,0,0.8072,30.4779
random_action__d0p2__s9__20260615-000056-249287.json,20260615-000056-249287,random_action,9,0.2,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,5.36056575155817,501,510,267,1222,1048,224,,1,0,0.7944,32.0558
random_action__d0p4__s0__20260615-000335-135435.json,20260615-000335-135435,random_action,0,0.4,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,5.356946176383644,501,1815,1352,3949,3945,14,,2,0,0.5964,30.1865
random_action__d0p4__s10__20260615-000719-866560.json,20260615-000719-866560,random_action,10,0.4,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,7.374293573433533,501,444,97,694,350,69,,1,0,0.5852,29.2998
random_action__d0p4__s11__20260615-000738-069302.json,20260615-000738-069302,random_action,11,0.4,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,5.130581587553024,501,430,21,554,248,,,0,0,0.5964,30.0519
random_action__d0p4__s12__20260615-000759-929013.json,20260615-000759-929013,random_action,12,0.4,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,92,6.828889852389693,501,1583,1583,3114,3114,,,0,0,0.606,29.3574
random_action__d0p4__s13__20260615-000824-600979.json,20260615-000824-600979,random_action,13,0.4,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,475,7.954660976771265,501,2139,2077,5079,5079,38,,1,0,0.5972,30.8752
random_action__d0p4__s14__20260615-000843-535258.json,20260615-000843-535258,random_action,14,0.4,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,5.550576803041622,501,436,392,977,977,192,,1,0,0.5924,31.5297
random_action__d0p4__s15__20260615-000905-140627.json,20260615-000905-140627,random_action,15,0.4,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,4,5.529852430569008,501,1425,1425,2412,2412,196,,2,0,0.6116,31.0833
random_action__d0p4__s16__20260615-000924-439606.json,20260615-000924-439606,random_action,16,0.4,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,5.617434289306402,501,438,154,1032,592,,,0,0,0.62,32.0322
random_action__d0p4__s1__20260615-000352-657357.json,20260615-000352-657357,random_action,1,0.4,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,5.1782258150633425,501,537,113,1112,739,56,,1,0,0.6116,29.7584
random_action__d0p4__s2__20260615-000419-587721.json,20260615-000419-587721,random_action,2,0.4,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,7.26618268515449,501,2084,1826,5240,5240,296,,2,0,0.606,31.0885
random_action__d0p4__s3__20260615-000444-268666.json,20260615-000444-268666,random_action,3,0.4,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,142,5.851527866674587,501,1775,1641,4876,4876,79,,1,0,0.602,30.7533
random_action__d0p4__s4__20260615-000510-782257.json,20260615-000510-782257,random_action,4,0.4,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,5.452032832428813,501,1825,1766,4968,4968,23,,2,0,0.6076,30.0526
random_action__d0p4__s5__20260615-000538-211370.json,20260615-000538-211370,random_action,5,0.4,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,18,4.9995054010069,501,2003,1801,4345,4345,91,,2,0,0.5912,31.4024
random_action__d0p4__s6__20260615-000559-699384.json,20260615-000559-699384,random_action,6,0.4,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,5.4543349808081985,501,632,164,1149,885,,,0,0,0.5904,30.2973
random_action__d0p4__s7__20260615-000620-387213.json,20260615-000620-387213,random_action,7,0.4,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,6.793540502665564,501,484,91,834,567,420,,1,0,0.6056,30.6002
random_action__d0p4__s8__20260615-000639-839844.json,20260615-000639-839844,random_action,8,0.4,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,7.295596245443448,501,437,346,618,618,291,,1,0,0.6056,30.4779
random_action__d0p4__s9__20260615-000700-434923.json,20260615-000700-434923,random_action,9,0.4,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,5.36056575155817,501,510,267,1222,1048,224,,1,0,0.5832,32.0558
random_action__d0p6__s0__20260615-000949-810104.json,20260615-000949-810104,random_action,0,0.6,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,5.356946176383644,501,1815,1352,3949,3945,14,,2,0,0.3988,30.1865
random_action__d0p6__s10__20260615-001327-470136.json,20260615-001327-470136,random_action,10,0.6,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,7.374293573433533,501,444,97,694,350,69,,1,0,0.392,29.2998
random_action__d0p6__s11__20260615-001346-030231.json,20260615-001346-030231,random_action,11,0.6,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,5.130581587553024,501,430,21,554,248,,,0,0,0.3948,30.0519
random_action__d0p6__s12__20260615-001410-649951.json,20260615-001410-649951,random_action,12,0.6,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,92,6.828889852389693,501,1583,1583,3114,3114,,,0,0,0.4068,29.3574
random_action__d0p6__s13__20260615-001438-228610.json,20260615-001438-228610,random_action,13,0.6,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,475,7.954660976771265,501,2139,2077,5079,5079,38,,1,0,0.3924,30.8752
random_action__d0p6__s14__20260615-001456-402284.json,20260615-001456-402284,random_action,14,0.6,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,5.550576803041622,501,436,392,977,977,192,,1,0,0.392,31.5297
random_action__d0p6__s15__20260615-001517-825230.json,20260615-001517-825230,random_action,15,0.6,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,4,5.529852430569008,501,1425,1425,2412,2412,196,,2,0,0.418,31.0833
random_action__d0p6__s16__20260615-001538-344917.json,20260615-001538-344917,random_action,16,0.6,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,5.617434289306402,501,438,154,1032,592,,,0,0,0.4192,32.0322
random_action__d0p6__s1__20260615-001008-634160.json,20260615-001008-634160,random_action,1,0.6,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,5.1782258150633425,501,537,113,1112,739,56,,1,0,0.4128,29.7584
random_action__d0p6__s2__20260615-001035-628082.json,20260615-001035-628082,random_action,2,0.6,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,7.26618268515449,501,2084,1826,5240,5240,296,,2,0,0.416,31.0885
random_action__d0p6__s3__20260615-001101-206280.json,20260615-001101-206280,random_action,3,0.6,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,142,5.851527866674587,501,1775,1641,4876,4876,79,,1,0,0.4116,30.7533
random_action__d0p6__s4__20260615-001127-697997.json,20260615-001127-697997,random_action,4,0.6,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,5.452032832428813,501,1825,1766,4968,4968,23,,2,0,0.404,30.0526
random_action__d0p6__s5__20260615-001151-356956.json,20260615-001151-356956,random_action,5,0.6,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,18,4.9995054010069,501,2003,1801,4345,4345,91,,2,0,0.3944,31.4024
random_action__d0p6__s6__20260615-001211-275260.json,20260615-001211-275260,random_action,6,0.6,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,5.4543349808081985,501,632,164,1149,885,,,0,0,0.3996,30.2973
random_action__d0p6__s7__20260615-001230-484049.json,20260615-001230-484049,random_action,7,0.6,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,6.793540502665564,501,484,91,834,567,420,,1,0,0.4052,30.6002
random_action__d0p6__s8__20260615-001248-894107.json,20260615-001248-894107,random_action,8,0.6,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,7.295596245443448,501,437,346,618,618,291,,1,0,0.3932,30.4779
random_action__d0p6__s9__20260615-001309-341214.json,20260615-001309-341214,random_action,9,0.6,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,5.36056575155817,501,510,267,1222,1048,224,,1,0,0.3904,32.0558
random_action__d0p8__s0__20260615-001604-800428.json,20260615-001604-800428,random_action,0,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,5.356946176383644,501,1815,1352,3949,3945,14,,2,0,0.2068,30.1865
random_action__d0p8__s10__20260615-002020-370214.json,20260615-002020-370214,random_action,10,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,7.374293573433533,501,444,97,694,350,69,,1,0,0.1868,29.2998
random_action__d0p8__s11__20260615-002041-782797.json,20260615-002041-782797,random_action,11,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,5.130581587553024,501,430,21,554,248,,,0,0,0.192,30.0519
random_action__d0p8__s12__20260615-002104-379251.json,20260615-002104-379251,random_action,12,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,92,6.828889852389693,501,1583,1583,3114,3114,,,0,0,0.2104,29.3574
random_action__d0p8__s13__20260615-002131-288432.json,20260615-002131-288432,random_action,13,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,475,7.954660976771265,501,2139,2077,5079,5079,38,,1,0,0.1936,30.8752
random_action__d0p8__s14__20260615-002151-233784.json,20260615-002151-233784,random_action,14,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,5.550576803041622,501,436,392,977,977,192,,1,0,0.1952,31.5297
random_action__d0p8__s15__20260615-002214-924848.json,20260615-002214-924848,random_action,15,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,4,5.529852430569008,501,1425,1425,2412,2412,196,,2,0,0.2152,31.0833
random_action__d0p8__s16__20260615-002235-111973.json,20260615-002235-111973,random_action,16,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,5.617434289306402,501,438,154,1032,592,,,0,0,0.2168,32.0322
random_action__d0p8__s1__20260615-001626-900487.json,20260615-001626-900487,random_action,1,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,5.1782258150633425,501,537,113,1112,739,56,,1,0,0.2172,29.7584
random_action__d0p8__s2__20260615-001658-640550.json,20260615-001658-640550,random_action,2,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,7.26618268515449,501,2084,1826,5240,5240,296,,2,0,0.2152,31.0885
random_action__d0p8__s3__20260615-001727-452537.json,20260615-001727-452537,random_action,3,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,142,5.851527866674587,501,1775,1641,4876,4876,79,,1,0,0.2088,30.7533
random_action__d0p8__s4__20260615-001757-368363.json,20260615-001757-368363,random_action,4,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,5.452032832428813,501,1825,1766,4968,4968,23,,2,0,0.2068,30.0526
random_action__d0p8__s5__20260615-001826-070877.json,20260615-001826-070877,random_action,5,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,18,4.9995054010069,501,2003,1801,4345,4345,91,,2,0,0.2128,31.4024
random_action__d0p8__s6__20260615-001849-284726.json,20260615-001849-284726,random_action,6,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,5.4543349808081985,501,632,164,1149,885,,,0,0,0.2,30.2973
random_action__d0p8__s7__20260615-001912-234662.json,20260615-001912-234662,random_action,7,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,6.793540502665564,501,484,91,834,567,420,,1,0,0.1956,30.6002
random_action__d0p8__s8__20260615-001932-768832.json,20260615-001932-768832,random_action,8,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,7.295596245443448,501,437,346,618,618,291,,1,0,0.186,30.4779
random_action__d0p8__s9__20260615-001957-358718.json,20260615-001957-358718,random_action,9,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,5.36056575155817,501,510,267,1222,1048,224,,1,0,0.1888,32.0558
random_walk__d0p0__s0__20260615-002304-369784.json,20260615-002304-369784,random_walk,0,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,31,9.793044643476605,501,1934,1792,4905,4905,44,,1,0,1.0,57.5418
random_walk__d0p0__s10__20260615-002705-925115.json,20260615-002705-925115,random_walk,10,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,10.983815109357238,501,453,16,610,104,322,,2,0,1.0,58.0951
random_walk__d0p0__s11__20260615-002734-107502.json,20260615-002734-107502,random_walk,11,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,301,11.184454332105815,501,1733,1690,3690,3690,137,,4,0,1.0,57.6598
random_walk__d0p0__s12__20260615-002758-120048.json,20260615-002758-120048,random_walk,12,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.2,352.0,0,0,8.928879142738879,501,488,70,827,621,24,376,4,1,1.0,57.9614
random_walk__d0p0__s13__20260615-002822-840246.json,20260615-002822-840246,random_walk,13,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,24,9.511988493613899,501,443,54,908,489,42,,3,0,1.0,58.0155
random_walk__d0p0__s14__20260615-002854-115799.json,20260615-002854-115799,random_walk,14,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,141,10.11354279331863,501,2134,1275,4783,4783,18,,5,0,1.0,57.4136
random_walk__d0p0__s15__20260615-002922-520227.json,20260615-002922-520227,random_walk,15,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,152,10.025333034805954,501,2201,1697,5481,5469,350,,1,0,1.0,57.9518
random_walk__d0p0__s16__20260615-002941-685132.json,20260615-002941-685132,random_walk,16,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.2,75.0,0,149,8.60161662939936,501,486,111,946,625,90,165,2,1,1.0,57.7969
random_walk__d0p0__s1__20260615-002329-987223.json,20260615-002329-987223,random_walk,1,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,8.18138443119824,501,1897,1878,4699,4699,344,,1,0,1.0,57.8111
random_walk__d0p0__s2__20260615-002352-672632.json,20260615-002352-672632,random_walk,2,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,70,11.269077061675489,501,451,367,1135,1024,59,,3,0,1.0,57.7696
random_walk__d0p0__s3__20260615-002417-348220.json,20260615-002417-348220,random_walk,3,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,11.31036052852869,501,443,127,811,559,409,,1,0,1.0,58.0199
random_walk__d0p0__s4__20260615-002441-105525.json,20260615-002441-105525,random_walk,4,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,7.325120814610273,501,439,105,847,512,22,,2,0,1.0,58.057
random_walk__d0p0__s5__20260615-002509-817660.json,20260615-002509-817660,random_walk,5,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,8.523841107264161,501,1983,1472,4387,4387,32,,3,0,1.0,57.6586
random_walk__d0p0__s6__20260615-002530-082942.json,20260615-002530-082942,random_walk,6,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,150,10.721919545903802,501,447,146,1126,564,12,,2,0,1.0,57.6526
random_walk__d0p0__s7__20260615-002555-220624.json,20260615-002555-220624,random_walk,7,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,9.779711393639445,501,1963,1942,4167,4167,186,,2,0,1.0,57.7619
random_walk__d0p0__s8__20260615-002622-382812.json,20260615-002622-382812,random_walk,8,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,165,10.12929520290345,501,1897,1448,3785,3785,3,,2,0,1.0,57.5948
random_walk__d0p0__s9__20260615-002644-927386.json,20260615-002644-927386,random_walk,9,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,9.357568989507854,501,590,219,1400,1080,90,,3,0,1.0,57.8521
random_walk__d0p2__s0__20260615-003009-510263.json,20260615-003009-510263,random_walk,0,0.2,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,9.200098761357367,501,1901,1701,4415,4415,173,,1,0,0.7972,57.4135
random_walk__d0p2__s10__20260615-003408-312633.json,20260615-003408-312633,random_walk,10,0.2,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,10.836616187356412,501,480,16,696,83,,,0,0,0.8092,57.7263
random_walk__d0p2__s11__20260615-003428-604880.json,20260615-003428-604880,random_walk,11,0.2,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,8.767000996507704,501,424,26,542,255,113,,2,0,0.7924,57.6364
random_walk__d0p2__s12__20260615-003450-246713.json,20260615-003450-246713,random_walk,12,0.2,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,16,9.592681770212948,501,855,855,1935,1935,452,,1,0,0.8128,57.6655
random_walk__d0p2__s13__20260615-003517-570335.json,20260615-003517-570335,random_walk,13,0.2,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,198,10.875587184913456,501,1736,1570,4170,4170,57,,3,0,0.7996,57.9446
